Iteam-Number,Iteam-Name,Stock Balance,Iteam-type,Purchase Price,Selling Price,Production Date,Expiry Date
2159,Smurfs Shampoo 4 L,32,Inventory Item,98.44,133.02,6/5/2025,7/30/2026
2160,Nana Daily Pads (Medium 1�4 + Long 1�5),67,Inventory Item,55.37,62.46,12/26/2024,6/13/2026
2161,Nana Double Pads,5,Inventory Item,77.94,104.87,10/24/2024,8/18/2027
2162,Comfort Fabric Softener 2 L (1�6),67,Inventory Item,64.12,100.26,3/15/2024,10/20/2026
2163,Azhaiman Coffee Ounce,67,Inventory Item,88.33,101.82,5/16/2024,12/12/2026
2164,Molto King (2.5 Shekel) (1�12),17,Inventory Item,11.63,17.24,10/2/2023,11/8/2025
2165,Spark Deodorant (1�12),1525,Inventory Item,9.12,11.9,4/29/2025,4/23/2026
2166,Al-Mawarid Semolina (1�10),45,Inventory Item,31.16,44.48,3/17/2023,11/17/2023
2167,Ferrero 8 Fingers,34,Inventory Item,20.83,25.62,3/14/2024,12/8/2026
2168,Zadna Sliced Green Olives (1�24),1,Inventory Item,104.87,123.72,1/1/2025,6/12/2026
2169,Zadna Pitted Green Olives (1�24),15,Inventory Item,27.87,32.89,5/9/2025,4/24/2026
2170,Zadna Green Olives with Pit (1�24),17,Inventory Item,117.15,132.99,11/29/2024,9/13/2026
2171,Tiger Chips (1 Shekel) (1�30),11,Inventory Item,41.75,49.8,10/16/2023,9/28/2025
2172,Bredo Double Pads (1�4),7,Inventory Item,23.49,33.64,6/23/2024,12/21/2025
2173,Bredo Underwear Pads (1�5),4,Inventory Item,95.18,146.66,6/9/2025,3/22/2026
2174,Oki Fabric Freshener 500 ml,71,Inventory Item,79.73,120.16,11/22/2024,8/2/2026
2175,Finish Quantum Dishwasher Tablets 80 Tabs (1�5),268,Inventory Item,60.79,87.69,9/10/2023,6/20/2026
2176,Zad Flour 1 kg (1�10),243,Inventory Item,67.53,78.01,5/6/2023,6/15/2024
2177,Herbal Conditioner 250 ml (1�6),11,Inventory Item,86.87,108.12,6/26/2023,3/10/2025
2178,Marina Tuna Promo (4/12) 120 g (1�48),92,Inventory Item,28.96,36.34,2/6/2023,10/19/2024
2180,Betty Bear Magico 800 g (1�8),332.25,Inventory Item,119.57,146.47,2/14/2024,9/11/2025
2181,Storm Insecticide Spray 630 ml (1�12),2.5,Inventory Item,117.03,158.87,9/2/2024,2/26/2027
2182,Rolana Gift Carton 700 g (1�6),20,Inventory Item,78.74,107.7,9/1/2024,10/1/2026
2183,Kinder Country (1�4�20),8.75,Inventory Item,25.55,32.66,5/7/2023,1/25/2024
2184,Indomie Fried Noodles (1�40),65,Inventory Item,82.27,105.05,4/27/2024,6/30/2026
2185,Al-Zahraa Sugar-Free Jelly (1�12),25,Inventory Item,10.52,15.93,6/17/2023,6/16/2025
2186,Betty Bear Gold 600 g (1�8),56,Inventory Item,5.62,8.4,8/14/2024,2/22/2025
2187,Vida Drink 325 ml (1�24),182,Inventory Item,32.41,40.64,10/21/2023,7/5/2026
2188,Almarai Chocolate Milk Promo Date 200 ml (1�27),10,Inventory Item,56.59,88.1,4/24/2025,1/23/2028
2189,Zadna Sliced Black Olives (1�24),60.5,Inventory Item,104.46,164.67,9/29/2024,2/18/2027
2190,Hermann Chili Sticks 88 ml (�36),20.917,Inventory Item,87.81,110.94,12/9/2023,10/11/2025
2191,Oxi Detergent Powder 3 kg (1�4),3,Inventory Item,89.64,114.49,11/6/2023,1/26/2025
2192,Bariq Cleaner Bucket 3.5 kg,34,Inventory Item,52.21,70.63,10/23/2024,9/27/2026
2193,Shteibel Flour (1�10),3,Inventory Item,42.82,67.25,6/11/2024,4/6/2025
2194,Al-Afiya Tuna Chunks 160 g,43,Inventory Item,45.78,70.42,6/23/2024,12/7/2025
2195,Siniora Chicken Mortadella Large 800 g (1�12),5,Inventory Item,118.54,136.47,2/23/2024,10/16/2024
2196,Siniora Turkey Mortadella Double 800 g,3,Inventory Item,6.73,8.72,3/19/2024,10/24/2024
2197,Finish Ultimate Dishwasher Tablets 48 Tabs (1�6),33,Inventory Item,104.31,143.6,11/15/2024,10/16/2027
2198,Blue Tutti Frutti Drink (1�24),25,Inventory Item,70.28,94.99,7/11/2024,12/8/2025
2199,Marina Sultan Tuna with Corn 160 g,285,Inventory Item,53.76,64.35,4/19/2025,7/17/2027
2200,Laverds Biscuits (1�12),22,Inventory Item,87.58,133.95,8/24/2023,8/10/2024
2201,Al-Faisal Sunflower Oil 3 L,6,Inventory Item,59.43,85.49,3/14/2024,3/10/2026
2202,Galaxy Flutes (2 Shekel) 22.5 g (1�12),64,Inventory Item,105.06,159.58,8/2/2023,10/13/2024
2203,Canary Juice 330 ml (1�24),80,Inventory Item,108.28,165.6,3/26/2023,2/25/2026
2204,Bariq Fabric Softener 3 L,34,Inventory Item,51.76,76.3,3/4/2025,1/29/2027
2205,Original Juice Carton (1�28),5,Inventory Item,34.67,45.75,1/13/2025,7/11/2027
2206,Safety Milk 350 g (1�24),3,Inventory Item,71.9,101.04,3/26/2023,2/25/2025
2207,Safety Milk 750 g (1�12),34,Inventory Item,109.66,129.42,5/3/2024,4/11/2027
2208,Mr. Bite Strike Dark (1�6),1,Inventory Item,26.86,38.59,3/6/2023,12/18/2025
2209,Chocolate Spread 350 g (1�12),55.333,Inventory Item,75.51,89.83,10/7/2024,7/30/2025
2210,Rice Mortadella 200 g,693,Inventory Item,76.52,110.72,10/24/2024,10/22/2025
2211,Oki Dishwashing Liquid 4 L (1�4),13.5,Inventory Item,88.51,107.52,9/18/2024,9/8/2027
2212,Bambel Wet Tissues (1�12),31,Inventory Item,17.52,20.3,3/5/2023,1/21/2026
2213,Laziza Tomatoes 400 g (1�24),34,Inventory Item,86.47,102.26,12/9/2023,9/29/2024
2214,Jumbo Kitchen Towels (1�8),10,Inventory Item,109.27,120.31,5/24/2025,4/30/2026
2215,Piros Detergent Powder 9 kg (1�2),3,Inventory Item,23.2,33.86,12/18/2023,1/14/2026
2216,Brihan Tuna 140 g (1�48),1308,Inventory Item,30.03,44.03,6/7/2023,11/14/2025
2217,Za�atar Sack 25 kg,67869,Inventory Item,116.62,158.31,8/11/2024,8/3/2026
2218,Sage 1 kg,2579,Inventory Item,23.36,27.58,5/5/2024,6/10/2026
2219,Piros Detergent Powder 1.5 kg (1�12),1140,Inventory Item,102.82,117.4,10/19/2024,12/9/2025
2220,Digestive Biscuits 400 g (1�20),210,Inventory Item,60.09,66.67,5/4/2025,2/16/2028
2221,Iced Tea Cans 330 ml (1�24),20,Inventory Item,31.17,36.87,4/7/2024,12/8/2024
2222,Amigo Juice 480 ml (1�15),21,Inventory Item,104.75,161.88,8/13/2023,4/18/2024
2223,Ariel 3 kg Turkish (1�6),486,Inventory Item,54.55,66.59,11/9/2023,7/24/2026
2224,Chocolate Nuts Boy (1�6),1,Inventory Item,62.75,80.14,9/6/2024,5/25/2026
2225,Pepsi Cans + 7UP 150 ml (1�30),440,Inventory Item,44.39,51.17,5/8/2025,12/24/2026
2226,Oats Bundle (1�18),267,Inventory Item,71.97,87.17,3/23/2025,3/4/2027
2227,Cream Rolls (1�24),67,Inventory Item,21.3,28.96,4/10/2024,12/21/2025
2228,Global Pasta Shapes 500 g (1�24),13,Inventory Item,48.15,67.6,3/29/2023,10/1/2025
2229,Global Spaghetti Pasta 450 g (1�20),17.35,Inventory Item,116.39,142.31,6/1/2025,3/6/2027
2230,Betty Bear 1 kg (1�6),324,Inventory Item,32.46,36.64,10/30/2023,5/27/2025
2231,Al-Aqsa Za�atar Jar (1�16),3,Inventory Item,79.49,102.98,11/10/2024,4/19/2027
2232,Ibon Candies (1�8),578,Inventory Item,40.37,49.13,3/10/2024,3/10/2026
2233,Dubai Trend 35 g (1�6),67,Inventory Item,93.27,112.84,11/12/2024,2/26/2027
2234,Dubai Trend Coconut 35 g (1�12),56,Inventory Item,17.44,27.55,5/15/2023,5/20/2025
2235,Moriyo Coconut 20 g (1�12),56,Inventory Item,116.44,163.97,2/19/2023,9/15/2024
2236,Look Me Chocolate Bulk 5 kg,8,Inventory Item,55.55,76.57,3/7/2024,7/25/2025
2237,Look Me Chocolate 35 g (1�6),335,Inventory Item,29.85,39.04,12/6/2023,11/12/2026
2238,Maggi Chicken Stock Powder (1�12),3.583,Inventory Item,10.67,14.03,12/13/2023,9/8/2024
2239,Sanou Puff Snacks (1�12),46,Inventory Item,22.03,30.19,10/7/2024,4/24/2027
2240,Sanou Gas Cleaner (1�12),46,Inventory Item,63.33,91.72,12/13/2023,8/18/2024
2241,Jacobs Green Nescafe (1�6),3,Inventory Item,41.77,60.61,10/10/2024,9/20/2025
2242,Al-Khayrat Iced Coffee (1�30),16,Inventory Item,99.81,118.36,9/2/2023,12/1/2025
2243,Al-Rajeh Bleach Concentrated 4 L (1�6),63,Inventory Item,52.84,71.34,4/19/2023,5/16/2024
2244,Clever Shampoo 700 ml (1�12),10,Inventory Item,31.35,40.94,4/4/2025,1/30/2028
2245,Del Monte Pineapple Slices 840 g (1�24),16,Inventory Item,74.82,114.87,3/9/2025,4/28/2027
2246,Pepsi 330 ml (1�24),6,Inventory Item,85.4,120.9,6/16/2024,11/12/2025
2247,Al-Aqsa Soup (1�10),10,Inventory Item,21.71,29.66,3/31/2023,10/29/2025
2248,Pantene 220 ml 3mm (1�6),27,Inventory Item,21.78,25.21,10/23/2023,4/23/2025
2249,Pantene 300 ml Pump,24,Inventory Item,6.33,8.88,4/22/2023,2/25/2026
2250,Pantene Keratin Oil 100 ml,12,Inventory Item,88.9,103,3/23/2025,4/25/2027
2251,Pantene Conditioner 275 ml,12,Inventory Item,80.33,101.91,8/11/2024,12/15/2026
2252,Pantene 400 ml (Premium),13,Inventory Item,58.01,67.95,6/26/2023,2/9/2024
2253,Pantene Hair Mask 500 ml,12,Inventory Item,101.61,146.93,12/9/2023,7/27/2024
2254,Farida Floor Freshener 490 ml (1�12),4356,Inventory Item,97.07,116.79,10/21/2024,2/1/2026
2255,Farida Air Freshener Spray 460 ml (1�6),45,Inventory Item,71.07,92.1,4/11/2023,12/5/2025
2256,Badeen Fabric Freshener Spray 500 ml (1�12),345,Inventory Item,104.46,161.69,1/27/2025,4/12/2027
2257,Verran Adhesive Bandage (1�100),5,Inventory Item,26.29,31.6,9/20/2024,11/12/2025
2258,Cotton Ear Swabs (1�24),5,Inventory Item,15.21,20.59,8/26/2024,7/4/2025
2259,Johnson�s Oil 300 ml (1�12),216,Inventory Item,33.83,44.3,2/5/2024,9/27/2026
2260,Gillette Blue II Plus Razors 6 Blades (1�120),90,Inventory Item,8.74,9.69,1/28/2023,1/8/2024
2261,Listerine Mouthwash (1�12),120,Inventory Item,64.68,96.79,6/20/2024,12/25/2025
2262,Vaseline 100 ml (1�144),56,Inventory Item,112.52,127.66,2/27/2023,9/1/2024
2263,Women Razors 10 Blades (1�240),456,Inventory Item,6.64,8.88,5/12/2024,1/21/2027
2264,Johnson�s Baby Powder 100 g (1�96),34546,Inventory Item,16.41,22.65,10/24/2023,8/11/2025
2265,Tax Blue Heat (1�125),45,Inventory Item,55.36,78.29,5/14/2023,12/3/2025
2266,Cotton Ear Swabs (1�30),45,Inventory Item,112.2,162.05,11/27/2023,9/15/2025
00000PRS3,Persil Liquid 2.7 L (1�6),132.333,Inventory Item,39.31,48.22,9/6/2023,6/13/2026
0000BBINJ,Bengal (1�60),1254,Inventory Item,61.85,68.34,7/3/2024,10/10/2026
0000BCO10,Cologne 10 kg (2�1),275,Inventory Item,6.91,10.1,6/20/2025,7/30/2027
0000BCOC3,Cologne 3 kg (6�Carton),565,Inventory Item,19.5,26.67,3/16/2023,7/24/2025
0000BDETO,Dettol Spray 500 ml,245,Inventory Item,118.42,179.77,10/15/2024,1/7/2027
0000BDL50,Dettol Liquid 500 ml (1�24),329,Inventory Item,115.88,175.06,4/13/2025,8/28/2027
0000BDL75,Dettol Liquid 750 ml (1�12),209,Inventory Item,2.58,3.93,6/17/2023,10/8/2024
0000BDS72,Dettol Soap (1�72),482,Inventory Item,114.31,153.47,2/9/2025,10/28/2025
0000BFBGA,Finish Dishwasher Powder 2.7 kg Super Finish,140,Inventory Item,77.42,98.08,5/17/2024,2/7/2025
0000BFHDD,Huggies Double Pads,4816,Inventory Item,104.41,156.17,6/3/2025,7/12/2026
0000BFL50,Finish Rinse Aid Liquid 800 ml (1�12),703,Inventory Item,55.66,73.79,12/21/2023,7/3/2024
0000BFO44,Finish Dishwasher Tablets 44 Tabs (7�1),72,Inventory Item,62.84,74.89,8/13/2023,5/10/2026
0000BFS02,Finish Dishwasher Salt 1.5 kg (1�9),6,Inventory Item,59.68,91.16,10/25/2024,4/15/2026
0000BHARB,Harpic (1�12),1585.25,Inventory Item,80.69,124.37,6/14/2024,5/22/2025
0000BID00,Aproik Refill,235,Inventory Item,18.48,24.64,5/26/2023,7/23/2025
0000BKBTH,Calenda Triple Powder,0.6,Inventory Item,5.54,6.3,8/29/2023,12/23/2025
0000BKL03,Kalia Pink Liquid 3 L (1�6),1006,Inventory Item,38.34,49.61,6/2/2025,4/26/2027
0000BMH03,Huggies Medium Red,433.667,Inventory Item,85.15,127.88,6/11/2025,11/22/2026
0000BMHMM,Huggies Wet Wipes,14539,Inventory Item,25.82,40.04,12/10/2023,12/2/2026
0000BMKBA,Balco Nicole Kitchen Towels,209.833,Inventory Item,81.47,97.91,1/18/2025,5/28/2027
0000BQA00,Diamond Aluminum Foil 75 ft (1�24),114,Inventory Item,116.45,131.99,2/4/2023,11/8/2024
0000BQA01,Diamond Aluminum Foil Small 25 ft (1�24),2.5,Inventory Item,13.08,20.13,12/2/2024,9/4/2027
0000BQA02,Diamond Aluminum Foil Large (1�24),80.708,Inventory Item,81.37,105.35,1/1/2023,10/13/2025
0000BREDB,Red Bull (1�24),103,Inventory Item,54.36,74.52,6/2/2023,12/7/2024
0000BSA60,Spira Tablets (1�30),236.375,Inventory Item,104.44,165.44,3/4/2024,11/30/2024
0000BSD30,Spira Device 30 + Tablets (1�24),1,Inventory Item,22.9,25.95,5/22/2024,5/17/2025
0000BSL45,Spira Single Liquid 45 Nights (1�30),4240,Inventory Item,83.73,119.24,5/6/2023,11/13/2025
0000BSLM0,Spira Liquid + Machine (1�24),7,Inventory Item,100.9,114.73,5/5/2024,8/28/2025
0000BSOLD,Spira Double Liquid Promo (1�24 Twin Pack),1149,Inventory Item,113.46,146.11,4/26/2024,8/13/2026
0000BSOML,Spira Tablet + Machine + Liquid Promo (1�24),762,Inventory Item,82.62,124.09,12/11/2023,8/8/2026
0000CC025,Cola Cans 250 ml (1�30),1387,Inventory Item,60.67,79.89,6/30/2025,7/3/2026
0000CCA15,Cappy 1.5 L,1470,Inventory Item,74.91,119.75,1/7/2025,11/11/2027
0000CCO01,Cola 1 L,2673,Inventory Item,104.53,144.2,8/9/2023,6/15/2026
0000CCO02,Cola 2 L,282,Inventory Item,69.33,87.4,12/23/2024,4/30/2026
0000CCO33,Cola Cans + Glass Bottles 330 ml,1126,Inventory Item,5.59,6.76,1/25/2023,11/27/2024
0000CWATE,Small Water 0.5 L,254,Inventory Item,111.85,142.64,6/11/2024,4/14/2025
0000LAAB1,Uncle Ben�s Rice 1 kg,82,Inventory Item,83.36,107.22,7/1/2023,5/29/2025
0000LAAB5,Uncle Ben�s Rice 5 kg,51,Inventory Item,81.83,92.82,5/13/2024,1/8/2026
0000LBA58,Bounty Bar 58 g (3 Shekel),3221,Inventory Item,27.45,35.27,4/20/2025,4/28/2027
0000LGAJ7,Galaxy Jewels 650 g,452,Inventory Item,79.75,106.24,10/2/2024,10/16/2026
0000LGAJ9,Galaxy Jewels 900 g,9,Inventory Item,48.48,70.85,2/11/2023,2/12/2024
0000LGAL3,Galaxy Chocolate (3 Shekel),617,Inventory Item,78.85,112.63,4/25/2024,4/24/2026
0000LGALJ,Galaxy Jewels 1.4 kg,8,Inventory Item,14.58,21.2,4/27/2025,1/19/2027
0000LGAMR,Galaxy Dark Chocolate,817,Inventory Item,79.63,87.93,1/17/2025,10/29/2026
0000LMARI,Mars Gifts + Snickers Gifts 522 g,36.667,Inventory Item,119.93,144.98,5/21/2025,11/24/2027
0000LMM00,M&M�s Blue,69,Inventory Item,7.69,11,3/14/2024,3/28/2026
0000LMR50,Mars Bar 50 g (3 Shekel),2493,Inventory Item,117.31,157.43,2/6/2024,1/31/2027
0000LSN62,Snickers Bar 57 g (3 Shekel),5101,Inventory Item,50.02,55.15,6/29/2024,8/6/2025
0000LSNI1,Snickers Gift Pack 342 g (1�12),36.583,Inventory Item,104.75,157.36,12/11/2023,11/8/2024
0000LTW58,Twix Chocolate 58 g,2764,Inventory Item,94.32,140.2,6/11/2025,6/20/2027
0000NC170,Coffee Mate 170 g,125,Inventory Item,68.91,94.7,2/14/2023,7/28/2024
0000NC400,Coffee Mate 400 g Plastic (1�15),97.867,Inventory Item,89.14,101.02,10/7/2024,8/29/2025
0000NC450,Coffee Mate Light 450 g,39.8,Inventory Item,105.66,156.72,1/21/2023,1/9/2026
0000NC900,Coffee Mate Carton 900 g,63.833,Inventory Item,49.69,69.16,9/25/2024,10/20/2026
0000NCOR4,Cerelac Wheat 400 g,442,Inventory Item,40.59,60.52,3/11/2023,8/20/2024
0000NKARN,Carnation Milk 800 g,7,Inventory Item,80.78,119.22,5/13/2025,5/9/2026
0000NKI2F,KitKat 2 Fingers (1�16),139,Inventory Item,97.33,146.14,5/22/2025,8/16/2027
0000NKI4N,KitKat 4 Fingers (1�12),325,Inventory Item,91.95,124.96,2/17/2023,2/10/2024
0000NKKSH,KitKat Chunky (1�8),6,Inventory Item,96.14,112.5,5/5/2024,12/9/2024
0000NM900,Macintosh Toffee 900 g (1�4),102,Inventory Item,53.4,76.66,7/4/2024,2/10/2027
0000NN020,Nescafe 3-in-1 Sticks 20 g (1�12),1723,Inventory Item,98.5,138.91,10/14/2023,9/21/2026
0000NN022,Nescafe Green Stick 22 g (1 Shekel),293,Inventory Item,16.18,23.8,1/10/2023,7/11/2023
0000NN050,Nescafe Red Mug Small 50 g,5.625,Inventory Item,66.25,78.5,6/25/2024,2/23/2025
0000NN100,Nescafe Red Mug Medium 100 g,3.833,Inventory Item,2.68,3.21,1/25/2025,8/21/2025
0000NN200,Nescafe Red Mug Large 200 g,5.167,Inventory Item,40.3,62.27,10/1/2023,4/4/2025
0000NN450,Nesquik Chocolate Powder 450 g,55,Inventory Item,45.24,66.73,8/22/2024,7/25/2026
0000NND25,Nido Milk Powder Large 2500 g,80.833,Inventory Item,48.75,75.76,1/25/2025,10/28/2025
0000NND40,Nido Milk Powder Small,410.958,Inventory Item,84.07,124.37,1/16/2024,11/30/2026
0000NNEST,Nesquik Cereal 375 g (1�14),761,Inventory Item,47.85,66.92,11/25/2023,8/7/2025
0000NNG20,Nescafe Gold 200 g,13.667,Inventory Item,54.95,78.42,4/23/2024,5/10/2025
0000NNS20,Nesquik Sticks (1 Shekel),133,Inventory Item,30.03,46.38,1/15/2023,8/27/2024
0000NSF14,Fitness Wheat Cereal Honey & Almonds 375 g (�14),187,Inventory Item,46.04,63.97,5/30/2024,12/16/2024
0000NSF16,Fitness Cereal Fruits & Chocolate 375 g (�16),808,Inventory Item,28.82,40.81,7/10/2023,7/9/2025
0000NSFRO,Cerelac Fruits 400 g,105,Inventory Item,10.64,12.54,6/17/2023,12/17/2025
0000NSNI5,Cheerios Honey & Almonds (1�12),358,Inventory Item,73.21,97.88,6/4/2024,3/12/2025
0000NSSHO,Choco Puffs Cereal 375 g (1�14),33.214,Inventory Item,80.85,117.9,9/12/2024,4/25/2025
0000NTRIX,Trix Cereal 480 g (1�14),14.583,Inventory Item,75.1,92.78,5/17/2023,1/17/2024
0000PAD01,Small Lentils Pack (1�10),68.5,Inventory Item,56.69,68.09,6/3/2023,7/24/2025
0000PADA2,Large Lentils Pack (1�10),80.9,Inventory Item,46.81,58.84,1/23/2024,12/31/2024
0000PADSM,Crushed Lentils Pack (1�10),321.5,Inventory Item,103.87,126.8,7/28/2023,5/13/2024
0000PAJA1,Ajax 1 L,79.667,Inventory Item,63.25,76.37,9/29/2023,2/27/2025
0000PAJA2,Ajax 2 L,262.333,Inventory Item,58.54,76.83,5/23/2023,3/20/2024
0000PAJAX,Ajax Glass Cleaner,236.833,Inventory Item,5.03,7.82,9/2/2024,2/3/2027
0000PAKTA,Tasco Iced Coffee (1�30),1168,Inventory Item,42.27,57.21,6/7/2025,2/23/2027
0000PAKWA,Aquafresh Toothpaste (1�24),4546,Inventory Item,46.86,55.95,3/30/2025,5/29/2027
0000PALMA,Kaf Al-Ma Wafer,4,Inventory Item,49.06,55.85,3/10/2023,6/22/2024
0000PAN01,Marina Pineapple & Cocktail Slices Small,32.104,Inventory Item,70.46,102.03,9/4/2023,1/1/2026
0000PAN85,Marina Pineapple Slices 850 g (1�12),84.5,Inventory Item,64.97,83.9,9/18/2023,5/1/2025
0000PANDK,Indomie Cups,951,Inventory Item,73.73,111.4,2/26/2025,5/1/2027
0000PANDO,Indomie Noodles,3045,Inventory Item,92.26,131.91,3/20/2023,2/28/2026
0000PANG1,Uncle Yeast Small (1�60),5376,Inventory Item,97.93,146.71,10/19/2024,1/22/2026
0000PANGL,Uncle Yeast Large,1343,Inventory Item,86.74,107.21,9/14/2024,4/24/2025
0000PAR20,Walima Rice 20 kg,159,Inventory Item,114.75,165.95,2/8/2025,12/5/2026
0000PAR25,Rice 25 kg Shaqha,1881,Inventory Item,4.15,5.11,8/27/2024,10/11/2026
0000PARWA,Arwa Water 500 ml,1621,Inventory Item,25.1,39.4,6/8/2024,11/7/2026
0000PARYA,Jasmine Rice 5 kg,98.2,Inventory Item,2.89,4.1,2/10/2025,9/28/2025
0000PARZ1,Shaqha Rice 1 kg,550.667,Inventory Item,78.4,98.96,9/12/2024,8/25/2027
0000PARZ5,Shaqha Rice 5 kg,894.667,Inventory Item,107.97,133.32,11/26/2023,12/19/2024
0000PASTO,Store Razors,37.625,Inventory Item,30.73,36.74,7/8/2023,5/8/2024
0000PAZ10,Shaqha Rice 10 kg,2164,Inventory Item,111.39,161.22,4/5/2023,2/4/2025
0000PB250,Round Sabla Biscuits 200 g (1�24),149.083,Inventory Item,9.11,11.02,9/8/2024,7/28/2026
0000PBA12,Ali Baba Biscuits (1�12),647.25,Inventory Item,112.26,156.9,1/8/2023,2/6/2025
0000PBA25,Bavaria Glass Bottle 330 ml,682,Inventory Item,43.49,53.59,3/8/2023,10/19/2025
0000PBAG6,Ali Baba Biscuits Gifts (1�6),40,Inventory Item,13.97,19.99,5/10/2024,7/21/2025
0000PBAL2,Palmolive Large (1�15),149.2,Inventory Item,59.33,89.44,7/10/2023,7/11/2024
0000PBARK,Barbican,22,Inventory Item,32.3,48.1,1/1/2024,2/13/2025
0000PBAVA,Bavaria Cans 330 ml (1�24),55,Inventory Item,35.62,52.73,2/6/2025,2/9/2026
0000PBAZO,Canned Peas (1�24),15.417,Inventory Item,38.26,45.68,6/4/2024,1/19/2026
0000PBBKH,Betty Bear Cake Mix (1�12),161.083,Inventory Item,96.76,110.71,4/27/2023,11/2/2023
0000PBEST,Best Shampoo (1�4),143,Inventory Item,65.62,95.11,9/24/2023,7/13/2024
0000PBF18,Flake Biscuits 18 g (1�4),314.25,Inventory Item,38.73,49.74,9/2/2024,5/15/2025
0000PBIPO,Betty Bear Awsam,46,Inventory Item,74.02,97.42,4/29/2024,9/1/2026
0000PBIZR,Muslimani Seeds,940,Inventory Item,86.51,96.51,5/23/2024,4/4/2026
0000PBJUM,Jumbo Round Biscuits 1.8 kg,178,Inventory Item,34.17,42.02,10/25/2023,7/15/2024
0000PBKBK,Betty Crocker Pancake Mix (1�15),163,Inventory Item,50.8,56.74,6/27/2025,2/10/2026
0000PBKIA,Pancake Syrup 680 g (1�12),401,Inventory Item,16.38,25.22,6/13/2023,4/17/2025
0000PBMIX,Pancake Mix (1�15),334,Inventory Item,23.38,28.56,1/11/2024,10/24/2026
0000PBNIC,Nice Biscuits (1�48),56,Inventory Item,82.37,113.56,10/14/2024,3/1/2027
0000PBONG,Bon Bon Gifts (1�12),113.417,Inventory Item,23.41,26.21,9/25/2023,4/13/2025
0000PBORK,Coarse Bulgur (1�10),28.9,Inventory Item,63.97,91.7,7/2/2024,1/21/2026
0000PBOSA,Awsam Bagela (1�12),139.333,Inventory Item,85.67,108.07,3/15/2023,4/15/2024
0000PCA10,Al-Zahraa Cocoa Tin 100 g (1�12),113.083,Inventory Item,14.61,22.63,5/22/2024,10/19/2026
0000PCAB1,Al-Zahraa Cocoa Sachet 100 g (1�12),4567,Inventory Item,68.94,106.45,3/14/2023,8/20/2024
0000PCLOK,Oki Scented Bleach (1�6),14.667,Inventory Item,32.27,40.75,11/4/2023,12/17/2024
0000PCLUB,Plastic Cups,262.833,Inventory Item,115.63,179.28,7/18/2023,9/24/2024
0000PCO75,Al-Deek Cornflakes 750 g (1�12),1118,Inventory Item,59.06,94.38,5/10/2023,6/28/2024
0000PCOFA,Alete Coffee 100 g,12.38,Inventory Item,97.11,146.9,1/27/2025,8/20/2025
0000PCOKN,Oki Regular Bleach,488.5,Inventory Item,66.93,101.9,4/3/2025,5/6/2027
0000PCOR2,Eden Canned Corn (1�24),269.167,Inventory Item,7.12,8.72,7/25/2024,10/8/2025
0000PCORB,Popcorn Kernels (1�10),171.1,Inventory Item,76.71,106.5,3/1/2025,10/2/2027
0000PCOUR,Corn Flour (1�24),1.583,Inventory Item,114.27,129.54,9/6/2024,11/30/2025
0000PCP24,Puck Cream Cheese 240 g (1�24),1.042,Inventory Item,72.99,83.75,3/18/2025,1/14/2026
0000PCP50,Puck Cream Cheese 500 g (1�6),185.833,Inventory Item,98.66,157.8,4/11/2025,7/25/2027
0000PCRAZ,Crazy Snacks 30 g (1�6),111.333,Inventory Item,106.34,134.34,5/1/2024,7/11/2025
0000PCSPO,Nablus Cola Cans 330 ml (1 Shekel) (1�24),169,Inventory Item,28.91,42.62,5/2/2025,8/15/2027
0000PDA00,Alete Spread (1�6),465,Inventory Item,27.02,40.62,5/31/2023,1/20/2025
0000PDIMA,Dima Maamoul (1 Shekel) (1�24),7,Inventory Item,74.1,113.3,10/30/2024,1/11/2026
0000PDOV0,Dove Shampoo Small,18,Inventory Item,50.5,80.74,7/25/2023,3/7/2024
0000PEDIN,Eden Wafer Biscuits 33 g (40 pcs),11,Inventory Item,101.1,123.42,6/28/2023,5/5/2026
0000PEORB,Orbit Gum Pillows (1�20),517,Inventory Item,108.2,121.2,7/16/2023,6/19/2025
0000PEROU,Airwick Refill,567,Inventory Item,43.7,57.05,1/4/2025,12/7/2027
0000PFASO,Canned Beans (1�24),123.833,Inventory Item,29.95,34.89,3/30/2023,4/20/2024
0000PFAYR,Fayrouz Glass Bottle,204,Inventory Item,94.1,104.57,3/9/2025,7/12/2026
0000PFINA,Vanilla + Baking Powder Tins (1�24),32,Inventory Item,34.43,44.08,3/9/2024,9/21/2026
0000PFL40,Luna Fava Beans with Key 400 g (1�24),46,Inventory Item,99.07,147.8,2/26/2025,1/20/2026
0000PFLAS,Flash Cleaner (1�12),26,Inventory Item,52,71.92,1/17/2025,10/27/2027
0000PFLYX,Flakes (1�12),144,Inventory Item,80.77,101.48,7/2/2023,3/10/2025
0000PFNAW,Nouam Original Pads,142.5,Inventory Item,13.27,18.94,7/28/2023,6/26/2024
0000PFOLH,Harvest Fava Beans (1�24),198.458,Inventory Item,75.62,91.95,5/7/2024,9/11/2026
0000PFREK,Al-Aqsa Freekeh (1�10),14.6,Inventory Item,55.31,61.24,5/10/2023,2/3/2024
0000PFREN,Al-Nasr Freekeh (1�10),111.5,Inventory Item,71.22,105.56,10/26/2024,3/22/2027
